verdict,group,target,threshold,horizon,exit_rule,depth_total_pnl,depth_min_day_pnl,depth_trades,depth_win_pct,signal_count,buy_signals,sell_signals,stable_threshold_count,stable_thresholds,simple_total_pnl_same_rule,simple_min_day_pnl_same_rule,simple_positive_days_same_rule,leaky_total_pnl_same_rule,top_short_trade_pct
reject,SNACKPACK,SNACKPACK_STRAWBERRY,2.0,500,zero_cross,3567.9999999999927,450.0,36,0.5555555555555556,15559,10729,4830,1,2,4535.0,-95.0,1,3622.9999999999927,0.013888888888888888
reject,SNACKPACK,SNACKPACK_STRAWBERRY,2.0,500,fixed_horizon,3397.9999999999927,280.0,36,0.5555555555555556,15559,10729,4830,1,2,4535.0,-95.0,1,3622.9999999999927,0.013888888888888888
reject,SNACKPACK,SNACKPACK_PISTACHIO,2.0,500,fixed_horizon,447.9999999999927,10.0,27,0.4444444444444444,9928,5261,4667,1,2,4830.0,-1940.0,1,4130.0,0.05555555555555555
tentative,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.0,500,fixed_horizon,36400.0,4690.0,26,0.7692307692307693,7870,4753,3117,3,"1.5,2,2.5",7571.000000000004,-528.9999999999964,1,9130.0,0.0
tentative,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,2.0,500,zero_cross,35370.0,4690.0,26,0.7692307692307693,7870,4753,3117,3,"1.5,2,2.5",7571.000000000004,-528.9999999999964,1,9130.0,0.0
tentative,SLEEP_POD,SLEEP_POD_POLYESTER,2.0,500,fixed_horizon,34920.9999999999,6950.0,37,0.7297297297297297,14152,9128,5024,4,"1.5,2,2.5,3",14020.999999999967,0.0,2,18392.999999999993,0.40540540540540543
tentative,SLEEP_POD,SLEEP_POD_POLYESTER,2.5,500,zero_cross,34901.999999999956,4333.000000000011,32,0.6875,10295,8405,1890,4,"1.5,2,2.5,3",13597.999999999956,0.0,1,11569.999999999982,0.34375
tentative,SLEEP_POD,SLEEP_POD_POLYESTER,2.5,500,fixed_horizon,34771.999999999956,4333.000000000011,32,0.6875,10295,8405,1890,4,"1.5,2,2.5,3",13597.999999999956,0.0,1,11569.999999999982,0.34375
tentative,SLEEP_POD,SLEEP_POD_POLYESTER,2.0,500,zero_cross,34510.9999999999,6950.0,37,0.7297297297297297,14152,9128,5024,4,"1.5,2,2.5,3",14020.999999999967,0.0,2,18392.999999999993,0.40540540540540543
tentative,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,1.5,500,zero_cross,33580.0,3292.0000000000073,41,0.5853658536585366,15299,9138,6161,3,"1.5,2,2.5",8300.0,-3810.0,2,36440.0,0.024390243902439025
tentative,GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_FLAMES,1.5,500,fixed_horizon,33170.0,3292.0000000000073,41,0.5853658536585366,15299,9138,6161,3,"1.5,2,2.5",8300.0,-3810.0,2,35240.0,0.024390243902439025
tentative,SLEEP_POD,SLEEP_POD_POLYESTER,2.5,200,fixed_horizon,32694.000000000015,3466.999999999989,69,0.5942028985507246,10295,8405,1890,4,"1.5,2,2.5,3",7544.000000000015,0.0,1,6411.999999999989,0.2463768115942029
tentative,SLEEP_POD,SLEEP_POD_POLYESTER,2.5,200,zero_cross,32694.000000000015,3466.999999999989,69,0.5942028985507246,10295,8405,1890,4,"1.5,2,2.5,3",7544.000000000015,0.0,1,6411.999999999989,0.2463768115942029
