case,group,method,target,anchor,window,entry_z,total,day2,day3,day4,worst_day,positive_days,trades
tls__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,500,2.5,9030.0,17380.0,-5710.0,-2640.0,-5710.0,1,115
ols__SNACKPACK_CHOCOLATE__SNACKPACK_VANILLA__w2000__z2.5,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,2000,2.5,-7245.0,2230.0,-3755.0,-5720.0,-5720.0,1,24
tls__ROBOT_MOPPING__ROBOT_IRONING__w1000__z3.0,ROBOT,tls,ROBOT_MOPPING,ROBOT_IRONING,1000,3.0,-5640.0,750.0,-5740.0,-650.0,-5740.0,1,27
tls__ROBOT_LAUNDRY__ROBOT_IRONING__w1000__z2.5,ROBOT,tls,ROBOT_LAUNDRY,ROBOT_IRONING,1000,2.5,-5105.0,2250.0,-1600.0,-5755.0,-5755.0,1,48
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,2000,2.5,-7935.0,-5760.0,-3580.0,1405.0,-5760.0,1,22
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_FLAMES__w2000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,2000,3.0,-2480.0,-5780.0,-1080.0,4380.0,-5780.0,1,9
ols__SLEEP_POD_SUEDE__SLEEP_POD_COTTON__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,500,3.0,-5300.0,-5780.0,1220.0,-740.0,-5780.0,1,39
tls__ROBOT_VACUUMING__ROBOT_LAUNDRY__w500__z3.0,ROBOT,tls,ROBOT_VACUUMING,ROBOT_LAUNDRY,500,3.0,-10380.0,-4860.0,-5790.0,270.0,-5790.0,1,52
tls__MICROCHIP_RECTANGLE__MICROCHIP_OVAL__w1000__z3.0,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_OVAL,1000,3.0,-4755.0,-5795.0,4410.0,-3370.0,-5795.0,1,38
tls__ROBOT_DISHES__ROBOT_VACUUMING__w2000__z3.0,ROBOT,tls,ROBOT_DISHES,ROBOT_VACUUMING,2000,3.0,-1450.0,-370.0,-5840.0,4760.0,-5840.0,1,11
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_BLACK_HOLES__w1000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,1000,2.5,-6390.0,-3290.0,-5850.0,2750.0,-5850.0,1,46
ols__MICROCHIP_RECTANGLE__MICROCHIP_CIRCLE__w2000__z3.0,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_CIRCLE,2000,3.0,-4700.0,-140.0,-5920.0,1360.0,-5920.0,1,11
ols__SLEEP_POD_POLYESTER__SLEEP_POD_LAMB_WOOL__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_POLYESTER,SLEEP_POD_LAMB_WOOL,500,2.5,1255.0,-5980.0,-965.0,8200.0,-5980.0,1,71
ols__ROBOT_IRONING__ROBOT_DISHES__w1000__z3.0,ROBOT,ols,ROBOT_IRONING,ROBOT_DISHES,1000,3.0,-9300.0,-6000.0,-3770.0,470.0,-6000.0,1,19
ols__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w1000__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,1000,3.0,-9650.0,-6000.0,1150.0,-4800.0,-6000.0,1,19
tls__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,2000,3.0,3880.0,-2280.0,12190.0,-6030.0,-6030.0,1,13
ols__SLEEP_POD_SUEDE__SLEEP_POD_LAMB_WOOL__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,500,3.0,-3540.0,-6050.0,-5260.0,7770.0,-6050.0,1,43
tls__ROBOT_IRONING__ROBOT_VACUUMING__w1000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_VACUUMING,1000,3.0,-5700.0,-560.0,-6050.0,910.0,-6050.0,1,29
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_DARK_MATTER__w2000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,2000,3.0,-6285.0,-1170.0,970.0,-6085.0,-6085.0,1,11
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_DARK_MATTER__w2000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_DARK_MATTER,2000,2.5,-6420.0,1510.0,-1830.0,-6100.0,-6100.0,1,24
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_WINDS__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,1000,3.0,-850.0,-280.0,-6110.0,5540.0,-6110.0,1,23
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_WINDS__w500__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,500,3.0,-6260.0,3600.0,-6120.0,-3740.0,-6120.0,1,39
ols__SLEEP_POD_POLYESTER__SLEEP_POD_COTTON__w1000__z2.5,SLEEP_POD,ols,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,1000,2.5,-4485.0,1680.0,-6130.0,-35.0,-6130.0,1,37
tls__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_BLACK_HOLES__w1000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,1000,3.0,-4570.0,1590.0,-30.0,-6130.0,-6130.0,1,30
ols__MICROCHIP_RECTANGLE__MICROCHIP_TRIANGLE__w500__z3.0,MICROCHIP,ols,MICROCHIP_RECTANGLE,MICROCHIP_TRIANGLE,500,3.0,-4640.0,3990.0,-2500.0,-6130.0,-6130.0,1,40
ols__SNACKPACK_CHOCOLATE__SNACKPACK_VANILLA__w500__z3.0,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,500,3.0,-8620.0,1440.0,-6130.0,-3930.0,-6130.0,1,65
ols__MICROCHIP_TRIANGLE__MICROCHIP_RECTANGLE__w1000__z3.0,MICROCHIP,ols,MICROCHIP_TRIANGLE,MICROCHIP_RECTANGLE,1000,3.0,-8010.0,-6160.0,-6000.0,4150.0,-6160.0,1,16
tls__MICROCHIP_OVAL__MICROCHIP_SQUARE__w2000__z3.0,MICROCHIP,tls,MICROCHIP_OVAL,MICROCHIP_SQUARE,2000,3.0,-3880.0,-6180.0,4850.0,-2550.0,-6180.0,1,17
ols__SLEEP_POD_COTTON__SLEEP_POD_LAMB_WOOL__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,500,3.0,-6890.0,-6230.0,-1050.0,390.0,-6230.0,1,38
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_BLACK_HOLES__w2000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,2000,3.0,-4580.0,-6240.0,2170.0,-510.0,-6240.0,1,9
tls__SNACKPACK_STRAWBERRY__SNACKPACK_CHOCOLATE__w1000__z3.0,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_CHOCOLATE,1000,3.0,-5400.0,-6250.0,-210.0,1060.0,-6250.0,1,31
ols__SNACKPACK_RASPBERRY__SNACKPACK_STRAWBERRY__w500__z2.5,SNACKPACK,ols,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,500,2.5,-5575.0,1010.0,-320.0,-6265.0,-6265.0,1,83
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z3.0,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,3.0,3505.0,-1735.0,-6290.0,11530.0,-6290.0,1,28
tls__SNACKPACK_STRAWBERRY__SNACKPACK_CHOCOLATE__w1000__z2.5,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_CHOCOLATE,1000,2.5,-7880.0,-6360.0,-1800.0,280.0,-6360.0,1,43
tls__ROBOT_DISHES__ROBOT_IRONING__w1000__z2.5,ROBOT,tls,ROBOT_DISHES,ROBOT_IRONING,1000,2.5,-6005.0,-220.0,-6385.0,600.0,-6385.0,1,46
tls__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_DARK_MATTER__w500__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,500,3.0,-2820.0,-6470.0,-530.0,4180.0,-6470.0,1,52
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_BLACK_HOLES__w1000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_BLACK_HOLES,1000,2.5,-1550.0,-3890.0,-6490.0,8830.0,-6490.0,1,40
tls__SLEEP_POD_NYLON__SLEEP_POD_POLYESTER__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,2000,3.0,-3805.0,-1450.0,4135.0,-6490.0,-6490.0,1,13
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_PLANETARY_RINGS__w1000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,1000,2.5,-5560.0,-6490.0,-2110.0,3040.0,-6490.0,1,37
ols__SLEEP_POD_COTTON__SLEEP_POD_SUEDE__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_COTTON,SLEEP_POD_SUEDE,500,2.5,-4730.0,-6540.0,-710.0,2520.0,-6540.0,1,74
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_POLYESTER__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,500,3.0,-11390.0,380.0,-6540.0,-5230.0,-6540.0,1,51
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w2000__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,2000,2.5,-5280.0,-6560.0,2250.0,-970.0,-6560.0,1,21
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_PLANETARY_RINGS__w1000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,1000,2.5,-7875.0,-6570.0,-5920.0,4615.0,-6570.0,1,33
tls__SLEEP_POD_SUEDE__SLEEP_POD_COTTON__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,2000,3.0,-6310.0,-6580.0,3290.0,-3020.0,-6580.0,1,13
tls__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_PLANETARY_RINGS__w2000__z3.0,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,2000,3.0,-10960.0,-6580.0,-4870.0,490.0,-6580.0,1,13
tls__SLEEP_POD_POLYESTER__SLEEP_POD_SUEDE__w1000__z3.0,SLEEP_POD,tls,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,1000,3.0,-2605.0,-3910.0,-6660.0,7965.0,-6660.0,1,32
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_PLANETARY_RINGS__w2000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,2000,3.0,-11850.0,-5220.0,90.0,-6720.0,-6720.0,1,9
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,1000,2.5,-2045.0,-6735.0,9200.0,-4510.0,-6735.0,1,42
ols__ROBOT_MOPPING__ROBOT_VACUUMING__w2000__z2.5,ROBOT,ols,ROBOT_MOPPING,ROBOT_VACUUMING,2000,2.5,-3270.0,-3900.0,-6760.0,7390.0,-6760.0,1,20
tls__ROBOT_VACUUMING__ROBOT_DISHES__w500__z3.0,ROBOT,tls,ROBOT_VACUUMING,ROBOT_DISHES,500,3.0,-8280.0,-1870.0,-6770.0,360.0,-6770.0,1,63
tls__ROBOT_IRONING__ROBOT_DISHES__w1000__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_DISHES,1000,3.0,-7030.0,-6780.0,-280.0,30.0,-6780.0,1,28
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_BLACK_HOLES__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_BLACK_HOLES,1000,3.0,-6845.0,-3540.0,3490.0,-6795.0,-6795.0,1,19
tls__SLEEP_POD_SUEDE__SLEEP_POD_COTTON__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,1000,2.5,-8885.0,1350.0,-3440.0,-6795.0,-6795.0,1,45
tls__ROBOT_DISHES__ROBOT_LAUNDRY__w2000__z3.0,ROBOT,tls,ROBOT_DISHES,ROBOT_LAUNDRY,2000,3.0,-4555.0,2490.0,-6805.0,-240.0,-6805.0,1,9
tls__SNACKPACK_VANILLA__SNACKPACK_CHOCOLATE__w500__z3.0,SNACKPACK,tls,SNACKPACK_VANILLA,SNACKPACK_CHOCOLATE,500,3.0,-5470.0,-6810.0,1350.0,-10.0,-6810.0,1,66
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_FLAMES__w1000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,1000,2.5,-4135.0,2730.0,-6820.0,-45.0,-6820.0,1,30
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_BLACK_HOLES__w2000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,2000,2.5,-5675.0,5380.0,-4200.0,-6855.0,-6855.0,1,29
ols__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_SOLAR_FLAMES__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,1000,3.0,-4455.0,-390.0,2810.0,-6875.0,-6875.0,1,25
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_WINDS__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,1000,3.0,-7830.0,-2240.0,1295.0,-6885.0,-6885.0,1,18
tls__MICROCHIP_RECTANGLE__MICROCHIP_SQUARE__w1000__z3.0,MICROCHIP,tls,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,1000,3.0,-11625.0,-6895.0,660.0,-5390.0,-6895.0,1,31
tls__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,2000,3.0,-6675.0,-1000.0,-6900.0,1225.0,-6900.0,1,16
ols__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,2.5,-7355.0,-6915.0,5570.0,-6010.0,-6915.0,1,74
tls__ROBOT_IRONING__ROBOT_LAUNDRY__w500__z3.0,ROBOT,tls,ROBOT_IRONING,ROBOT_LAUNDRY,500,3.0,-13230.0,-6930.0,-6410.0,110.0,-6930.0,1,56
ols__SLEEP_POD_POLYESTER__SLEEP_POD_NYLON__w500__z3.0,SLEEP_POD,ols,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,500,3.0,-9190.0,-6150.0,-6950.0,3910.0,-6950.0,1,41
tls__SLEEP_POD_POLYESTER__SLEEP_POD_SUEDE__w500__z3.0,SLEEP_POD,tls,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,500,3.0,-11475.0,-6960.0,-4965.0,450.0,-6960.0,1,68
ols__SNACKPACK_VANILLA__SNACKPACK_CHOCOLATE__w500__z3.0,SNACKPACK,ols,SNACKPACK_VANILLA,SNACKPACK_CHOCOLATE,500,3.0,-6855.0,-7000.0,1545.0,-1400.0,-7000.0,1,63
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_PLANETARY_RINGS__w2000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_PLANETARY_RINGS,2000,2.5,-3340.0,-1060.0,-7030.0,4750.0,-7030.0,1,26
tls__SNACKPACK_RASPBERRY__SNACKPACK_VANILLA__w500__z3.0,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_VANILLA,500,3.0,-8240.0,280.0,-7060.0,-1460.0,-7060.0,1,57
ols__MICROCHIP_SQUARE__MICROCHIP_CIRCLE__w2000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_CIRCLE,2000,2.5,11885.0,-3595.0,22550.0,-7070.0,-7070.0,1,23
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_FLAMES__w2000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,2000,2.5,-9000.0,-1990.0,-7090.0,80.0,-7090.0,1,17
tls__MICROCHIP_TRIANGLE__MICROCHIP_SQUARE__w1000__z2.5,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_SQUARE,1000,2.5,-3460.0,-2970.0,-7130.0,6640.0,-7130.0,1,48
tls__SLEEP_POD_POLYESTER__SLEEP_POD_COTTON__w500__z2.5,SLEEP_POD,tls,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,500,2.5,-5675.0,-7150.0,-3985.0,5460.0,-7150.0,1,100
tls__ROBOT_DISHES__ROBOT_MOPPING__w1000__z3.0,ROBOT,tls,ROBOT_DISHES,ROBOT_MOPPING,1000,3.0,-7290.0,-7150.0,-420.0,280.0,-7150.0,1,29
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_PLANETARY_RINGS__w500__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,500,3.0,-745.0,6780.0,-7170.0,-355.0,-7170.0,1,36
ols__MICROCHIP_TRIANGLE__MICROCHIP_SQUARE__w500__z2.5,MICROCHIP,ols,MICROCHIP_TRIANGLE,MICROCHIP_SQUARE,500,2.5,-4520.0,-2830.0,-7190.0,5500.0,-7190.0,1,66
tls__ROBOT_MOPPING__ROBOT_LAUNDRY__w1000__z2.5,ROBOT,tls,ROBOT_MOPPING,ROBOT_LAUNDRY,1000,2.5,-9015.0,-7195.0,370.0,-2190.0,-7195.0,1,49
tls__GALAXY_SOUNDS_SOLAR_WINDS__GALAXY_SOUNDS_BLACK_HOLES__w500__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_BLACK_HOLES,500,2.5,-2320.0,-1755.0,6640.0,-7205.0,-7205.0,1,92
ols__SNACKPACK_STRAWBERRY__SNACKPACK_RASPBERRY__w1000__z3.0,SNACKPACK,ols,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,1000,3.0,-6120.0,-7260.0,-320.0,1460.0,-7260.0,1,24
tls__ROBOT_IRONING__ROBOT_VACUUMING__w500__z2.5,ROBOT,tls,ROBOT_IRONING,ROBOT_VACUUMING,500,2.5,-7690.0,-1620.0,-7260.0,1190.0,-7260.0,1,105
tls__SNACKPACK_STRAWBERRY__SNACKPACK_RASPBERRY__w1000__z3.0,SNACKPACK,tls,SNACKPACK_STRAWBERRY,SNACKPACK_RASPBERRY,1000,3.0,-5650.0,-7280.0,-920.0,2550.0,-7280.0,1,23
tls__MICROCHIP_CIRCLE__MICROCHIP_RECTANGLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,500,3.0,-5800.0,-990.0,-7290.0,2480.0,-7290.0,1,61
ols__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_SOLAR_WINDS__w500__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,500,3.0,-995.0,-7295.0,-480.0,6780.0,-7295.0,1,43
tls__SLEEP_POD_COTTON__SLEEP_POD_LAMB_WOOL__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,1000,2.5,-6540.0,-7310.0,2640.0,-1870.0,-7310.0,1,52
ols__SLEEP_POD_SUEDE__SLEEP_POD_NYLON__w2000__z2.5,SLEEP_POD,ols,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,2000,2.5,-8840.0,-7330.0,-2060.0,550.0,-7330.0,1,20
ols__MICROCHIP_TRIANGLE__MICROCHIP_RECTANGLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_TRIANGLE,MICROCHIP_RECTANGLE,1000,2.5,3390.0,-1080.0,-7350.0,11820.0,-7350.0,1,33
tls__MICROCHIP_TRIANGLE__MICROCHIP_RECTANGLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_TRIANGLE,MICROCHIP_RECTANGLE,500,3.0,-12760.0,-6670.0,1280.0,-7370.0,-7370.0,1,62
tls__MICROCHIP_SQUARE__MICROCHIP_TRIANGLE__w500__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,500,2.5,-7645.0,-7395.0,-6780.0,6530.0,-7395.0,1,99
ols__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_FLAMES__w500__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,500,2.5,-4605.0,5100.0,-7400.0,-2305.0,-7400.0,1,66
tls__MICROCHIP_CIRCLE__MICROCHIP_TRIANGLE__w500__z3.0,MICROCHIP,tls,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,500,3.0,-8270.0,-4040.0,3220.0,-7450.0,-7450.0,1,54
tls__SLEEP_POD_SUEDE__SLEEP_POD_POLYESTER__w2000__z2.5,SLEEP_POD,tls,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,2000,2.5,-8605.0,-3180.0,-7450.0,2025.0,-7450.0,1,31
ols__SLEEP_POD_POLYESTER__SLEEP_POD_COTTON__w500__z2.5,SLEEP_POD,ols,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,500,2.5,-6830.0,-5100.0,-7455.0,5725.0,-7455.0,1,68
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_SUEDE__w2000__z3.0,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_SUEDE,2000,3.0,-3290.0,5770.0,-1580.0,-7480.0,-7480.0,1,11
tls__ROBOT_DISHES__ROBOT_VACUUMING__w1000__z2.5,ROBOT,tls,ROBOT_DISHES,ROBOT_VACUUMING,1000,2.5,-11620.0,-7480.0,540.0,-4680.0,-7480.0,1,52
tls__SLEEP_POD_LAMB_WOOL__SLEEP_POD_POLYESTER__w1000__z2.5,SLEEP_POD,tls,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,1000,2.5,-9875.0,30.0,-2405.0,-7500.0,-7500.0,1,45
ols__GALAXY_SOUNDS_PLANETARY_RINGS__GALAXY_SOUNDS_SOLAR_WINDS__w2000__z2.5,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,2000,2.5,-8220.0,-3160.0,2475.0,-7535.0,-7535.0,1,19
tls__SNACKPACK_CHOCOLATE__SNACKPACK_VANILLA__w1000__z2.5,SNACKPACK,tls,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,1000,2.5,-4590.0,5690.0,-2700.0,-7580.0,-7580.0,1,44
tls__SNACKPACK_RASPBERRY__SNACKPACK_STRAWBERRY__w500__z2.5,SNACKPACK,tls,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,500,2.5,-8265.0,240.0,-870.0,-7635.0,-7635.0,1,86
tls__GALAXY_SOUNDS_SOLAR_FLAMES__GALAXY_SOUNDS_PLANETARY_RINGS__w1000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_PLANETARY_RINGS,1000,2.5,-8805.0,-7665.0,-6880.0,5740.0,-7665.0,1,50
ols__MICROCHIP_SQUARE__MICROCHIP_RECTANGLE__w1000__z2.5,MICROCHIP,ols,MICROCHIP_SQUARE,MICROCHIP_RECTANGLE,1000,2.5,-10275.0,-5165.0,-7680.0,2570.0,-7680.0,1,33
tls__GALAXY_SOUNDS_DARK_MATTER__GALAXY_SOUNDS_SOLAR_WINDS__w2000__z2.5,GALAXY_SOUNDS,tls,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,2000,2.5,-7390.0,3880.0,-7720.0,-3550.0,-7720.0,1,20
ols__SNACKPACK_CHOCOLATE__SNACKPACK_VANILLA__w500__z2.5,SNACKPACK,ols,SNACKPACK_CHOCOLATE,SNACKPACK_VANILLA,500,2.5,-15150.0,320.0,-7730.0,-7740.0,-7740.0,1,93
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_SOLAR_WINDS__w500__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,500,3.0,-13955.0,-7775.0,-6800.0,620.0,-7775.0,1,38
tls__MICROCHIP_OVAL__MICROCHIP_SQUARE__w500__z2.5,MICROCHIP,tls,MICROCHIP_OVAL,MICROCHIP_SQUARE,500,2.5,-2420.0,6740.0,-7780.0,-1380.0,-7780.0,1,92
ols__GALAXY_SOUNDS_BLACK_HOLES__GALAXY_SOUNDS_PLANETARY_RINGS__w1000__z3.0,GALAXY_SOUNDS,ols,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,1000,3.0,-7920.0,-1390.0,-7780.0,1250.0,-7780.0,1,20
tls__MICROCHIP_SQUARE__MICROCHIP_OVAL__w1000__z2.5,MICROCHIP,tls,MICROCHIP_SQUARE,MICROCHIP_OVAL,1000,2.5,-4155.0,-5115.0,-7800.0,8760.0,-7800.0,1,46
