source_product,feature,mean_importance,min_importance
OXYGEN_SHAKE_EVENING_BREATH,imbalance3,0.0,0.0
OXYGEN_SHAKE_EVENING_BREATH,micro_minus_mid,0.0,0.0
OXYGEN_SHAKE_EVENING_BREATH,ret1,0.0,0.0
OXYGEN_SHAKE_GARLIC,imbalance1,0.0,0.0
OXYGEN_SHAKE_GARLIC,imbalance3,0.0,0.0
OXYGEN_SHAKE_GARLIC,micro_minus_mid,0.0,0.0
OXYGEN_SHAKE_GARLIC,spread,0.0,0.0
OXYGEN_SHAKE_MINT,imbalance1,0.0,0.0
OXYGEN_SHAKE_MINT,imbalance3,0.0,0.0
OXYGEN_SHAKE_MINT,micro_minus_mid,0.0,0.0
OXYGEN_SHAKE_MORNING_BREATH,imbalance1,0.0,0.0
OXYGEN_SHAKE_MORNING_BREATH,imbalance3,0.0,0.0
OXYGEN_SHAKE_MORNING_BREATH,micro_minus_mid,0.0,0.0
PANEL_1X2,imbalance1,0.0,0.0
PANEL_1X2,imbalance3,0.0,0.0
PANEL_1X2,micro_minus_mid,0.0,0.0
PANEL_1X4,imbalance1,0.0,0.0
PANEL_1X4,imbalance3,0.0,0.0
PANEL_1X4,micro_minus_mid,0.0,0.0
PANEL_1X4,ret1,0.0,0.0
PANEL_2X2,imbalance1,0.0,0.0
